iu_ac;date_debut;date_fin;libelle;iu_nd_aval;libelle_nd_aval;iu_nd_amont;libelle_nd_amont;geo_point_2d;geo_shape
1335;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Republique;727;Republique-Malte;686;Republique-Voltaire;48.866775971376576, 2.3663378312944543;"{""coordinates"": [[2.3655859860144526, 48.86691006226168], [2.3670896765744565, 48.86664188049149]], ""type"": ""LineString""}"
669;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Arago;375;Bd_Arago-Rue_du_Fbg_St_Jacques;377;Pl_D_Roche-Bd_Raspail-Bd_Arago;48.83446545212783, 2.335085097178348;"{""coordinates"": [[2.3332737739557494, 48.834230641486755], [2.333572592902169, 48.83439038024151], [2.336932327954246, 48.83457173077617]], ""type"": ""LineString""}"
4996;1996-10-21T02:00:00+00:00;2023-01-01T01:00:00+00:00;Tolbiac;2643;Tolbiac-Av_Choisy;2645;Tolbiac-Charles_Moureu;48.82644333638762, 2.361753946528533;"{""coordinates"": [[2.363676522486642, 48.82670178845214], [2.360001806769765, 48.82620750729991], [2.3598306354748697, 48.82619130175384]], ""type"": ""LineString""}"
6713;2011-05-11T02:00:00+00:00;2023-01-01T01:00:00+00:00;Cours_de_Vincennes;3477;Cours_de_Vincennes-Gal_Niessel;514;Bd_Davout-Pte_de_Vincennes;48.84721661824472, 2.4099149761812053;"{""coordinates"": [[2.4109572245253257, 48.847167746275495], [2.41061820441863, 48.84714844930737], [2.408873442291786, 48.847307471874956]], ""type"": ""LineString""}"
685;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_General_Leclerc;394;Av_Gal_Leclerc-Thibaud;396;Pl_Victor_Basch;48.828700808547765, 2.3276877651468575;"{""coordinates"": [[2.3267874979342844, 48.827874559746895], [2.3271726993112773, 48.82808753239245], [2.328508667756033, 48.82962514906257]], ""type"": ""LineString""}"
5867;1997-04-08T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Bercy;3044;Bercy-Souterain;2591;Bd_Bercy-Corbineau;48.83962964662045, 2.3838800959648387;"{""coordinates"": [[2.3822881357906907, 48.83989712402284], [2.385472056138987, 48.83936216921807]], ""type"": ""LineString""}"
1584;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_de_la_Chapelle;839;Rue_du_Fbg_St_Denis-Bd_Chapelle;840;Bd_Chapelle-P_de_Girard;48.88453925071602, 2.36041671951344;"{""coordinates"": [[2.3614002855952467, 48.884539405658835], [2.3594331534316324, 48.8845390957732]], ""type"": ""LineString""}"
5597;1996-12-18T01:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Garibaldi;2940;Bd_Garibaldi-Av_Suffren;2941;Bd_Garibaldi-Perignon;48.84625774622188, 2.3067866714999257;"{""coordinates"": [[2.305041971228638, 48.84676192912411], [2.3085313717712137, 48.84575356331965]], ""type"": ""LineString""}"
5594;1996-12-18T01:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Garibaldi;2940;Bd_Garibaldi-Av_Suffren;2931;Sevres-Lecourbe-Pasteur;48.845441344198065, 2.3105122410350494;"{""coordinates"": [[2.3111092732045577, 48.84512637024202], [2.3107056914102424, 48.84541865037879], [2.3098670154075225, 48.84565702133547]], ""type"": ""LineString""}"
5608;1996-12-18T01:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Grenelle;2390;Bd_Grenelle-St_Charles;2946;Bd_Grenelle-Desaix;48.85227874875234, 2.2912518715035706;"{""coordinates"": [[2.291705138431745, 48.8518255522584], [2.290798604575396, 48.85273194524629]], ""type"": ""LineString""}"
5579;1996-12-13T01:00:00+00:00;2023-01-01T01:00:00+00:00;Sevres;2930;Sevres-Saxes;2929;Sevres-Montparnasse;48.84621565908523, 2.31448974132549;"{""coordinates"": [[2.3153554324090253, 48.846486803966776], [2.313624050241955, 48.845944514203694]], ""type"": ""LineString""}"
99;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Monge;81;Monge-Bernardins;82;Monge-Ecoles;48.84849917981044, 2.350222828325917;"{""coordinates"": [[2.350508817916281, 48.84811701747243], [2.349936838735553, 48.848881342148445]], ""type"": ""LineString""}"
4824;1996-10-17T02:00:00+00:00;2023-01-01T01:00:00+00:00;Monge;2571;Monge-Lacepede;372;Monge-Cardinal_Lemoine;48.845529443360576, 2.351927668774643;"{""coordinates"": [[2.3515441696429553, 48.84660527153293], [2.352311167906331, 48.844453615188215]], ""type"": ""LineString""}"
1439;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Avron;766;Pyrenees-Avron;767;Avron-Rasselins;48.853010269998315, 2.4076173758276647;"{""coordinates"": [[2.4090872233458733, 48.85326547950141], [2.406147528309456, 48.85275506049523]], ""type"": ""LineString""}"
5061;1996-10-21T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_des_Gobelins;2671;Av_des_Gobelins-Coypel;2670;Av_des_Gobelins-Le_Brun;48.8340316238295, 2.3536573971244694;"{""coordinates"": [[2.3531281638393695, 48.83476869298698], [2.354186630409569, 48.83329455467204]], ""type"": ""LineString""}"
5627;1997-01-08T01:00:00+00:00;2023-01-01T01:00:00+00:00;Av_du_Maine;2954;Av_Maine-Vercingetorix;2953;Av_Maine-Froidevaux;48.838002701733124, 2.322805785363919;"{""coordinates"": [[2.3229806805815634, 48.83762359042785], [2.3228298018518423, 48.837959343262675], [2.3227173971869646, 48.838203856852985], [2.3226121851600663, 48.83837184776597]], ""type"": ""LineString""}"
5717;1997-03-07T01:00:00+00:00;2023-01-01T01:00:00+00:00;Vouille;2993;Vouille-Labrouste;2991;Vouille-Brancion;48.83428090474115, 2.3066064887944853;"{""coordinates"": [[2.305145632024687, 48.83469395873182], [2.3080673455642833, 48.833867850750465]], ""type"": ""LineString""}"
703;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Alesia;396;Pl_Victor_Basch;403;Alesia-Plantes;48.82852760780046, 2.324679349448706;"{""coordinates"": [[2.3225952832404086, 48.829277037836746], [2.326244254358832, 48.8279518597912], [2.3267874979342844, 48.827874559746895]], ""type"": ""LineString""}"
5818;1997-03-13T01:00:00+00:00;2023-01-01T01:00:00+00:00;Rennes;3034;Rennes-Desgroffe;2925;Vaugirard-Rennes;48.84636354794312, 2.3262201338458817;"{""coordinates"": [[2.3268673354585645, 48.847015210141734], [2.325572932233199, 48.84571188574451]], ""type"": ""LineString""}"
1322;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Parmentier;676;Fbg_Temple-Parmentier;724;Parmentier-J.Louvel-Tessier;48.870600090303014, 2.3705055594349096;"{""coordinates"": [[2.3700352056320275, 48.87124225322004], [2.370975913237791, 48.869957927386]], ""type"": ""LineString""}"
6332;2000-10-26T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Parmentier;3258;Pl_Leon_Blum;3283;Parmentier-Sedaine;48.858480185669855, 2.379848227747222;"{""coordinates"": [[2.3793983169013093, 48.859085757873444], [2.380228241982273, 48.85798817003028], [2.3801447254006804, 48.85787311560823]], ""type"": ""LineString""}"
5566;1996-12-12T01:00:00+00:00;2023-01-01T01:00:00+00:00;Vaugirard;2921;Vaugirard-Stael;2920;Vaugirard-Volontaires;48.84195756528274, 2.3094673071309275;"{""coordinates"": [[2.307905252608398, 48.84146507566908], [2.311029361653457, 48.842450054896396]], ""type"": ""LineString""}"
4498;1996-10-15T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Victor_Hugo;2395;Hugo-Courbet;2396;Pl_Jean_Monnet;48.86829238180847, 2.282238119342762;"{""coordinates"": [[2.2811044213954514, 48.86780715670642], [2.2833718172900728, 48.868777606910534]], ""type"": ""LineString""}"
5021;1996-10-18T02:00:00+00:00;2023-01-01T01:00:00+00:00;Rue_Fbg_St_Martin;2653;St_Martin-Chateau_Landon;835;Rue_Fbg_St_Martin-Gare_de_l'Est;48.87724928375381, 2.361374025260484;"{""coordinates"": [[2.360540492633735, 48.875884554667174], [2.362207557887233, 48.87861401284044]], ""type"": ""LineString""}"
303;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_de_l'Opera;179;Av_de_l'Opera-Petits_Champs;177;Av_de_l'Opera-Pyramides;48.86701162880401, 2.333968958787998;"{""coordinates"": [[2.334194233472019, 48.86648400941756], [2.3337436841039767, 48.86753924819046]], ""type"": ""LineString""}"
4457;1996-10-15T02:00:00+00:00;2023-01-01T01:00:00+00:00;Quai_Branly;2379;Quai_Branly-Stade_Emile_Anthoine;2382;Quai_Branly-Pt_Bir_Hakeim;48.854972015877195, 2.289330883187071;"{""coordinates"": [[2.2888728675336556, 48.85455870795815], [2.2890943711709095, 48.85471600898113], [2.289762405352843, 48.855415953633255]], ""type"": ""LineString""}"
6403;2001-07-18T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_de_Charonne;3318;Bd_de_Charonne-Charonne;3302;Bd_Charonne-Alexandre_Dumas;48.85547787034808, 2.395343834695492;"{""coordinates"": [[2.39615019694356, 48.85440812328445], [2.3945374724474235, 48.85654761741171]], ""type"": ""LineString""}"
1595;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_de_Rochechouart;3088;Rochechouart-Clignancourt;834;Magenta-Barbes-Chapelle-Rochech;48.88386074768859, 2.349444286737492;"{""coordinates"": [[2.3495206725909394, 48.88386937811453], [2.3493679008840447, 48.88385211726265]], ""type"": ""LineString""}"
4141;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Quai_de_Bercy_W;3165;Quai_Bercy_Face_F_Truffaut_W;3166;Q_Bercy_acces_Terroirs_de_F_W;48.83068059504498, 2.386034359208499;"{""coordinates"": [[2.3869813079522055, 48.82987829502547], [2.3850874104647923, 48.83148289506448]], ""type"": ""LineString""}"
5516;1996-11-27T01:00:00+00:00;2023-01-01T01:00:00+00:00;Quai_Francois_Mauriac;2253;Francois_Mauriac-Sortie_TGB;2704;Francois_Mauriac-Emile_Durkheim;48.83366337703697, 2.378038451577288;"{""coordinates"": [[2.378841195403402, 48.83301493445213], [2.3772357077511743, 48.83431181962182]], ""type"": ""LineString""}"
326;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Pt_Concorde;186;Pt_Concorde_Gauche;134;Pt_Concorde_Droite;48.863375801175536, 2.319489166310283;"{""coordinates"": [[2.3199946795326065, 48.86407371486092], [2.3189836530879586, 48.86267788749014]], ""type"": ""LineString""}"
376;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;St_Antoine;219;St_Antoine-Jacques_Coeur;220;Bastille-St_Antoine;48.853334646688445, 2.3680570863951003;"{""coordinates"": [[2.368461247571322, 48.853286071249094], [2.3676529252188785, 48.853383222127796]], ""type"": ""LineString""}"
27;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Rivoli;19;Rivoli-St_Denis;26;Rivoli-Bd_Sebastopol;48.8586610329388, 2.3478224804236127;"{""coordinates"": [[2.348210352465524, 48.858522717829906], [2.347434608381702, 48.8587993480477]], ""type"": ""LineString""}"
282;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Rivoli;168;Rivoli-29_Juillet;169;Place_Des_Pyramides;48.86406233351569, 2.331059180143308;"{""coordinates"": [[2.3320446920555993, 48.863731922325925], [2.3300736682310164, 48.864392744705455]], ""type"": ""LineString""}"
780;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Andre_Rivoire-David_Weill;450;Av_Descave-P._V._Couturier;401;Jourdan-Deutsch_de_la_Meurthe;48.81909381216312, 2.333137447191667;"{""coordinates"": [[2.3342148470782775, 48.82118644830228], [2.3320600473050566, 48.81700117602395]], ""type"": ""LineString""}"
445;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Quai_Celestins;262;Celestins-St_Paul;255;Bd_Henri_IV-Bd_Morland;48.851770959397726, 2.361595687647965;"{""coordinates"": [[2.3621626821528503, 48.85105801315121], [2.362293897160721, 48.85123680278276], [2.3622449430287693, 48.85138289381726], [2.361120937847147, 48.852109871094356], [2.360673940504025, 48.852369366374724]], ""type"": ""LineString""}"
5139;1996-10-22T02:00:00+00:00;2023-01-01T01:00:00+00:00;Quai_Francois_Mauriac;2654;Francois_Mauriac-Pt_Tolbiac_G;2704;Francois_Mauriac-Emile_Durkheim;48.83255418305155, 2.3792234815499835;"{""coordinates"": [[2.3787003777314504, 48.83296084355556], [2.379668791419527, 48.832207370133304], [2.3797505085679944, 48.832152968442756]], ""type"": ""LineString""}"
1412;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Gambetta;719;Pl_Gambetta;704;Gambetta-Sorbier;48.86489091399575, 2.396405802995568;"{""coordinates"": [[2.394709120371925, 48.86468016601847], [2.395647302201943, 48.86495251498734], [2.3981300461034283, 48.864887979722944]], ""type"": ""LineString""}"
6452;2002-03-05T01:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Flandre;3339;Flandre-Ourcq;3338;Flandre-Joinville;48.891702723329786, 2.3783490680192045;"{""coordinates"": [[2.377599406512295, 48.8911089674465], [2.379098729526114, 48.89229647921308]], ""type"": ""LineString""}"
5587;1996-12-13T01:00:00+00:00;2023-01-01T01:00:00+00:00;Lecourbe;621;Lecourbe-Croix_Nivert;2937;Lecourbe-Convention;48.83891219450342, 2.2906091517919025;"{""coordinates"": [[2.2919925981389175, 48.839263704311875], [2.291878306272706, 48.839238106211475], [2.289226518163497, 48.83855730247707]], ""type"": ""LineString""}"
882;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Soult;509;Bd_Soult-Colonel_Oudot;508;Pte_Doree;48.836320297598526, 2.4076732031677386;"{""coordinates"": [[2.406876271318494, 48.83552841968192], [2.4079177685319872, 48.83642281566936], [2.408264573858952, 48.83726103752021]], ""type"": ""LineString""}"
1456;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Pte_Bagnolet;774;Av_Pte_Bagnolet-Lumiere;707;Pl_Pte_de_Bagnolet;48.86454493966117, 2.4096393736734094;"{""coordinates"": [[2.4090344973390287, 48.86438772463719], [2.409261564995018, 48.86446243861483], [2.410249246852138, 48.864684050495356]], ""type"": ""LineString""}"
1693;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Quai_Panhard_Levassor;559;Panhard-Levassor_J-A-Baif;557;Quai_d'Ivry-Quai_Panhard_Levass;48.82757313856561, 2.3855754957375033;"{""coordinates"": [[2.3862813325577923, 48.8270116302768], [2.3860088179964962, 48.82722000995612], [2.385538257416409, 48.82757968916428], [2.384893616755901, 48.828163421939585]], ""type"": ""LineString""}"
1547;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Rue_du_Fbg_St_Martin;316;Rue_Fbg_St_Martin-Chateau_d'Eau;819;Bd_Magenta-Rue_Fbg_St_Martin;48.872755088161995, 2.3576799035283083;"{""coordinates"": [[2.3582612710708917, 48.87373519414807], [2.3570985359857253, 48.871774982175914]], ""type"": ""LineString""}"
4423;1996-10-14T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Carnot;2366;Carnot-Tilsitt;2338;Acacias-Av_Carnot;48.87283371604908, 2.294265746508644;"{""coordinates"": [[2.294557167944266, 48.87320585138389], [2.2939743250730222, 48.87246158071427]], ""type"": ""LineString""}"
161;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_St_Germain;110;Bd_St_Germain-Hautefeuille;106;Bd_St_Germain-Danton;48.851894453189594, 2.3410439780708496;"{""coordinates"": [[2.340153498615543, 48.8521034518502], [2.3419344575261563, 48.85168545452899]], ""type"": ""LineString""}"
47;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Renard;44;Renard-St_Merri;45;Beaubourg-Rambuteau;48.86035899570643, 2.3529678255632662;"{""coordinates"": [[2.3534255985981996, 48.86118710826047], [2.3525100525283333, 48.85953088315239]], ""type"": ""LineString""}"
52;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Pt_Notre_Dame;48;Corse-Pt_Notre_Dame;8;Gesvres-Pt_Notre_Dame;48.85617425004931, 2.348593316169874;"{""coordinates"": [[2.348911703257668, 48.85669572770579], [2.34827492908208, 48.85565277239283]], ""type"": ""LineString""}"
53;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Cite;49;Cite-Entree_P.P.;48;Corse-Pt_Notre_Dame;48.85489445784991, 2.3478421156707783;"{""coordinates"": [[2.34827492908208, 48.85565277239283], [2.3474093022594764, 48.85413614330698]], ""type"": ""LineString""}"
595;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;St_Jacques;354;St_Jacques-Cujas;54;St_Jacques-Ecoles;48.84849647041106, 2.3442694250542773;"{""coordinates"": [[2.3448525137029668, 48.84956907534588], [2.3436863364055878, 48.84742386547623]], ""type"": ""LineString""}"
579;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_St_Michel;36;Bd_St_Michel-Ecoles;345;Bd_St_Michel-Sorbonne;48.84959433610044, 2.3421732210019712;"{""coordinates"": [[2.3417501509069356, 48.84886331884347], [2.3425962910970073, 48.85032535335741]], ""type"": ""LineString""}"
1966;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Reaumur;2154;Reaumur-Sentier-Clery;2153;Reaumur-Montmartre;48.86796614401682, 2.3444776071516014;"{""coordinates"": [[2.3435996199996345, 48.86817135438635], [2.345355594303568, 48.86776093364729]], ""type"": ""LineString""}"
5251;1996-10-28T01:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Gouvion_St_Cyr;2754;Gouvion_St_Cyr-Pershing;2776;Pte_Ternes;48.881433953240986, 2.2857176038698652;"{""coordinates"": [[2.2853836742721305, 48.88076386559902], [2.2860515334675995, 48.88210404088294]], ""type"": ""LineString""}"
1164;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Pte_de_Vanves;647;Place_de_la_Porte_de_Vanves;588;Pte_de_Vanves;48.82743258032854, 2.3048487868236704;"{""coordinates"": [[2.304997889199222, 48.8276421075036], [2.304699684448119, 48.82722305315348]], ""type"": ""LineString""}"
325;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Pt_Concorde;134;Pt_Concorde_Droite;186;Pt_Concorde_Gauche;48.86332734607848, 2.319653985943428;"{""coordinates"": [[2.319162687862305, 48.862625286939604], [2.320145284024551, 48.86402940521735]], ""type"": ""LineString""}"
4656;1996-10-16T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Murat;2476;Bd_Murat-Claude_Terrasse;2475;Pte_St_cloud-Av_Versailles;48.83729414451525, 2.258835441968413;"{""coordinates"": [[2.2576018410530896, 48.83755974365981], [2.2583480649807437, 48.83737223011763], [2.260076945133248, 48.83706545752288]], ""type"": ""LineString""}"
6646;2007-07-25T02:00:00+00:00;2023-01-01T01:00:00+00:00;Pyrenees;3440;Pyrenees-Vitruve;3441;Pyrenees-Orteaux;48.8569442907529, 2.4044442263303862;"{""coordinates"": [[2.404950844209141, 48.85623285718188], [2.4039376084516317, 48.85765572432391]], ""type"": ""LineString""}"
5913;1997-07-23T02:00:00+00:00;2023-01-01T01:00:00+00:00;Pyrenees;3074;Pyrenees-Plaine;766;Pyrenees-Avron;48.85156064166045, 2.406164626296163;"{""coordinates"": [[2.40603203840494, 48.85266337415154], [2.406297214187386, 48.85045790916936]], ""type"": ""LineString""}"
1543;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Pyrenees;766;Pyrenees-Avron;3441;Pyrenees-Orteaux;48.85513555715567, 2.4052697025800747;"{""coordinates"": [[2.4048410170984242, 48.856209296702346], [2.4052322229290186, 48.85534649260408], [2.4056296544097413, 48.85403594103296]], ""type"": ""LineString""}"
6512;2003-03-07T01:00:00+00:00;2023-01-01T01:00:00+00:00;Belleville;678;Fbg_Temple-Belleville;3376;Belleville-Rampal;48.87249473283717, 2.378419678048968;"{""coordinates"": [[2.3798074983802833, 48.872875334774264], [2.3770318577176526, 48.87211413090008]], ""type"": ""LineString""}"
6516;2003-03-07T01:00:00+00:00;2023-01-01T01:00:00+00:00;Belleville;3377;Belleville-Pyrenees;3378;Belleville-Rebeval;48.87362818581104, 2.3842967317505996;"{""coordinates"": [[2.3832004868163503, 48.87345805334154], [2.384703377172399, 48.873665035488926], [2.384892418176798, 48.87371619889356], [2.3850993665196203, 48.87378996431977], [2.3853703017383774, 48.873891208840945]], ""type"": ""LineString""}"
4390;1996-10-14T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Raymond_Poincare;2347;Av_Foch-Av_Malakoff;2355;Pl_Victor_Hugo;48.87123009785366, 2.2850126113989058;"{""coordinates"": [[2.2854430672644455, 48.86985826209108], [2.285293578671582, 48.87008012879551], [2.2846593759813536, 48.87263623816399]], ""type"": ""LineString""}"
6157;1998-07-28T02:00:00+00:00;2023-01-01T01:00:00+00:00;Route_des_Lacs_a_Passy;2442;Pte_Passy-BP;2864;Lacs_a_Passy-Fortifications-BP;48.858007067783376, 2.26245094013139;"{""coordinates"": [[2.2629617309029504, 48.85786988005398], [2.26194014935983, 48.85814425551278]], ""type"": ""LineString""}"
4571;1996-10-15T02:00:00+00:00;2023-01-01T01:00:00+00:00;Pl_Pte_de_Passy;2864;Lacs_a_Passy-Fortifications-BP;2431;Bd_Suchet-Av_Ingres-Pte_Passy;48.85765051836194, 2.2637687933257684;"{""coordinates"": [[2.264575855748587, 48.857431156669904], [2.2629617309029504, 48.85786988005398]], ""type"": ""LineString""}"
4601;1996-10-16T02:00:00+00:00;2023-01-01T01:00:00+00:00;Molitor;2449;Bd_Murat-Molitor;2456;Bd_Exelmans-Molitor;48.84537119786653, 2.2579912701969422;"{""coordinates"": [[2.2583840325065436, 48.845352651610604], [2.257598507887341, 48.84538974412246]], ""type"": ""LineString""}"
1067;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Quai_d'Issy;593;Quai_Issy_Y-Echangeur_Garigliano;560;Quai_Andre_Citroen-am_Victor;48.83972715512464, 2.27020333617162;"{""coordinates"": [[2.271088849773905, 48.84038902668731], [2.270859684727894, 48.840315212599755], [2.2707077839581484, 48.84025438840732], [2.2705376429522595, 48.84014658648405], [2.2694305528260887, 48.83890287731872]], ""type"": ""LineString""}"
1068;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Quai_d'Issy;573;Bd_Gal_Valin-Pt_du_Garigliano;594;Quai_Issy_W-Echangeur_Garigliano;48.83751091445389, 2.2688152676759743;"{""coordinates"": [[2.267862060891758, 48.836419062290815], [2.2683370156195286, 48.83691677797552], [2.268621059627372, 48.83723880061068], [2.268843530766734, 48.83754095665219], [2.269128411524338, 48.83793397060881], [2.26936624642992, 48.83818634902527], [2.2697688790296358, 48.83860176426717]], ""type"": ""LineString""}"
1075;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Quai_d'Issy;594;Quai_Issy_W-Echangeur_Garigliano;597;Quai_Issy-Sortie_BP;48.83590658412511, 2.2673855630488067;"{""coordinates"": [[2.266909065205855, 48.835394105959416], [2.267862060891758, 48.836419062290815]], ""type"": ""LineString""}"
4592;1996-10-16T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Murat;2453;Murat-Varize;2454;Murat-Delestraint;48.84123053297305, 2.2562174420012995;"{""coordinates"": [[2.2563991406215775, 48.840003591967445], [2.256159535063557, 48.841475339209026], [2.2560907752940085, 48.84217927338802], [2.25615458296319, 48.84245718949069]], ""type"": ""LineString""}"
4681;1996-10-16T02:00:00+00:00;2023-01-01T01:00:00+00:00;Edouard_Vaillant;2496;Pte_St_Cloud;2494;Edouard_Vaillant-Ferdinand_Buiss;48.836630144620784, 2.254921015007266;"{""coordinates"": [[2.253881831666504, 48.83677320638899], [2.255960198348028, 48.836487082852585]], ""type"": ""LineString""}"
5542;1996-12-10T01:00:00+00:00;2023-01-01T01:00:00+00:00;Glaciere;2906;Glaciere-Victor_Marchand;2626;Alesia-Sante-Glaciere-Tolbiac;48.827622998569076, 2.342296579718563;"{""coordinates"": [[2.341771791147176, 48.82648204103705], [2.3424994351471806, 48.82818751867474], [2.3429835905162264, 48.82865182853872]], ""type"": ""LineString""}"
4833;1996-10-17T02:00:00+00:00;2023-01-01T01:00:00+00:00;Claude_Bernard;2575;Claude_Bernard-Berthollet;2576;Claude_Bernard-Gay_Lussac;48.840754867393954, 2.344724454872452;"{""coordinates"": [[2.343523806596611, 48.8412353009377], [2.3459251031482933, 48.840274433850205]], ""type"": ""LineString""}"
615;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Gay_Lussac;347;Bd_St_Michel-Gay_Lussac;356;St_Jacques-Gay_Lussac;48.84574765885036, 2.3413803815839933;"{""coordinates"": [[2.3420405515692764, 48.844409872608914], [2.3407875467253842, 48.84694354384783], [2.3407643734176427, 48.84709927524619]], ""type"": ""LineString""}"
7025;2017-07-07T02:00:00+00:00;2023-01-01T01:00:00+00:00;Peletier;2098;Bd_Haussmann-Le_Peletier;2114;La_Fayette-Le_Peletier;48.87317624301788, 2.3386556748115663;"{""coordinates"": [[2.3390422861171727, 48.87411567460621], [2.33826906350596, 48.87223681142955]], ""type"": ""LineString""}"
1664;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Ordener;882;Ordener-Duhesme;883;Ordener-Mont_Cenis-Pl_J_Joffrin;48.89271820025628, 2.3430813370286017;"{""coordinates"": [[2.3441629027145616, 48.89256441383065], [2.3419997713426417, 48.89287198668191]], ""type"": ""LineString""}"
6819;2014-01-06T01:00:00+00:00;2023-01-01T01:00:00+00:00;Malesherbes_Berger;3533;Berger_Malesherbes;3241;Malesherbes-Courcelles;48.881436466277925, 2.3119436727470166;"{""coordinates"": [[2.3125502437453815, 48.88093645072998], [2.3113371017486513, 48.88193648182589]], ""type"": ""LineString""}"
240;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Malesherbes;144;Bd_Malesherbes-Chauveau_Lagarde;146;Bd_Malesherbes-Boissy_d'Anglas;48.87116367803612, 2.3225589004537515;"{""coordinates"": [[2.3229541443193042, 48.870568432508406], [2.322163656588199, 48.87175892356384]], ""type"": ""LineString""}"
6799;2013-09-05T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Malesherbes;3525;Place_du_Nicaragua;2299;Place_Wagram;48.88610804018005, 2.3060170797614274;"{""coordinates"": [[2.3049316479914386, 48.887007488243505], [2.3071025115314168, 48.88520859211659]], ""type"": ""LineString""}"
5209;1996-10-25T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_de_Villiers;2749;Villiers-Berthier;2285;Bd_Berthier-Av_Villiers;48.88558864604548, 2.292470820978026;"{""coordinates"": [[2.2930798534647256, 48.885509519830116], [2.291861788491326, 48.88566777226083]], ""type"": ""LineString""}"
6804;2013-09-05T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_de_Villiers;3526;Place_Monseigneur_Loutil;3374;Villiers-Cardinet;48.88358920110431, 2.306089080914677;"{""coordinates"": [[2.3072895722717583, 48.883334367387135], [2.3048885895575957, 48.88384403482148]], ""type"": ""LineString""}"
6029;1997-10-10T02:00:00+00:00;2023-01-01T01:00:00+00:00;Boetie;3120;Boetie-Cambaceres;3114;Pl_St_Augustin;48.87439026795845, 2.31872802472599;"{""coordinates"": [[2.319927836907587, 48.87458832929131], [2.319661995328543, 48.874541707806685], [2.317527706764496, 48.87419520196551]], ""type"": ""LineString""}"
